CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
10216,MS.,SYDNEY,SANCHEZ,22/07/1974,S,F,sydney1@adventure-works.com,60000,0,Partial College,Professional,Y
10217,MR.,RYAN,BUTLER,18/04/1974,S,M,ryan17@adventure-works.com,60000,0,Partial College,Professional,N
10218,MS.,GABRIELLE,TORRES,4/07/1974,S,F,gabrielle13@adventure-works.com,60000,0,Partial College,Professional,N
10219,MRS.,ALICIA,CHAPMAN,23/01/1959,M,F,alicia13@adventure-works.com,120000,1,Bachelors,Management,Y
10220,MR.,GILBERT,MA,11/06/1966,M,M,gilbert13@adventure-works.com,120000,2,Bachelors,Management,Y
10221,MRS.,ISABELLA,CARTER,17/09/1957,S,F,isabella40@adventure-works.com,70000,2,Partial High School,Skilled Manual,N
10222,MRS.,ASHLEY,ROSS,23/02/1957,M,F,ashley30@adventure-works.com,60000,2,High School,Professional,Y
10223,MRS.,KAREN,WOOD,12/01/1957,M,F,karen35@adventure-works.com,80000,2,Bachelors,Management,Y
10224,MR.,CONNOR,ADAMS,19/07/1957,S,M,connor44@adventure-works.com,90000,2,Partial College,Professional,Y
10225,MRS.,EMILY,ALEXANDER,4/09/1956,M,F,emily44@adventure-works.com,60000,2,High School,Professional,N
10226,MR.,CARLOS,HALL,27/06/1956,M,M,carlos50@adventure-works.com,60000,2,High School,Professional,N
10227,MR.,JON,RAJE,6/10/1956,M,M,jon10@adventure-works.com,60000,2,High School,Professional,N
10228,MRS.,KELLY,FOSTER,3/08/1956,M,F,kelly21@adventure-works.com,70000,3,Partial College,Professional,N
10229,MRS.,JADA,BROOKS,14/12/1956,M,F,jada0@adventure-works.com,70000,3,Partial College,Professional,N
10230,MRS.,ISABELLA,SANDBERG,11/06/1956,M,F,isabella10@adventure-works.com,70000,3,Partial College,Professional,Y
10231,MRS.,SAVANNAH,MORGAN,5/10/1932,M,F,savannah20@adventure-works.com,90000,3,Graduate Degree,Management,Y
10232,MR.,PRESTON,KAPOOR,19/04/1965,S,M,preston1@adventure-works.com,80000,0,Bachelors,Management,N
10233,MRS.,MELANIE,WARD,27/11/1965,M,F,melanie38@adventure-works.com,100000,3,Bachelors,Management,Y
10234,MR.,GERALD,MARTINEZ,5/08/1965,M,M,gerald3@adventure-works.com,110000,3,Bachelors,Management,Y
10235,MRS.,ISABELLA,SMITH,1/10/1965,S,F,isabella57@adventure-works.com,130000,1,Graduate Degree,Management,N
10236,MR.,CONNOR,ALEXANDER,13/04/1965,S,M,connor13@adventure-works.com,150000,0,Bachelors,Management,N
10237,MRS.,BRANDI,SERRANO,27/10/1962,S,F,brandi16@adventure-works.com,70000,1,Bachelors,Professional,Y
10238,MRS.,WHITNEY,SARA,6/09/1962,S,F,whitney9@adventure-works.com,70000,1,Bachelors,Professional,N
10239,MR.,EDWARD,PRICE,16/04/1962,S,M,edward49@adventure-works.com,70000,1,Bachelors,Professional,N
10240,MR.,THOMAS,CLARK,18/01/1962,S,M,thomas59@adventure-works.com,70000,1,Bachelors,Professional,Y
10241,MR.,IAN,MORGAN,14/02/1962,S,M,ian80@adventure-works.com,70000,1,Bachelors,Professional,N
10242,MR.,EDWARD,NELSON,14/08/1942,M,M,edward11@adventure-works.com,50000,4,Bachelors,Management,Y
10243,MRS.,SAVANNAH,COOK,22/05/1942,S,F,savannah19@adventure-works.com,50000,4,Bachelors,Management,Y
10244,MRS.,ZOE,MORGAN,10/05/1942,M,F,zoe21@adventure-works.com,70000,5,Bachelors,Management,Y
10245,MR.,BLAKE,LOPEZ,23/12/1942,M,M,blake29@adventure-works.com,70000,5,Bachelors,Management,Y
10246,MRS.,MADELINE,EVANS,17/03/1943,M,F,madeline0@adventure-works.com,60000,3,Graduate Degree,Management,Y
10247,MR.,JEREMY,BARNES,16/10/1943,M,M,jeremy24@adventure-works.com,60000,3,Graduate Degree,Management,N
10248,MR.,ANTHONY,HARRIS,26/02/1943,M,M,anthony21@adventure-works.com,70000,5,Bachelors,Management,Y
10249,MRS.,JENNA,NELSON,4/04/1943,M,F,jenna9@adventure-works.com,80000,5,Bachelors,Management,N
10250,MR.,DEVON,RAHEEM,22/01/1943,M,M,devon15@adventure-works.com,80000,5,Bachelors,Management,Y
10251,MR.,NATHAN,BRYANT,7/02/1944,M,M,nathan14@adventure-works.com,40000,4,High School,Professional,N
10252,MRS.,JOCELYN,ROSS,28/10/1944,M,F,jocelyn4@adventure-works.com,40000,4,High School,Professional,Y
10253,MR.,SETH,BAILEY,21/05/1944,M,M,seth87@adventure-works.com,40000,4,High School,Professional,Y
10254,MR.,WAYNE,DENG,21/02/1944,M,M,wayne2@adventure-works.com,70000,4,Bachelors,Management,Y
10255,MR.,ALVIN,GOLDSTEIN,7/02/1944,M,M,alvin40@adventure-works.com,70000,4,Bachelors,Management,Y
10256,MR.,SAMUEL,SHAN,18/12/1945,M,M,samuel28@adventure-works.com,40000,4,High School,Professional,N
10257,MR.,DALTON,GONZALES,26/02/1945,M,M,dalton63@adventure-works.com,40000,4,High School,Professional,N
10258,MR.,JAMIE,SERRANO,24/09/1945,M,M,jamie38@adventure-works.com,40000,5,High School,Professional,N
10259,MR.,CARSON,PRICE,12/05/1945,M,M,carson0@adventure-works.com,40000,5,High School,Professional,N
10260,MR.,LUIS,ALEXANDER,24/09/1945,M,M,luis18@adventure-works.com,70000,4,Bachelors,Management,N
10261,MR.,JACK,CARTER,7/08/1945,M,M,jack46@adventure-works.com,70000,4,Bachelors,Management,Y
10262,MRS.,ELIZABETH,SIMMONS,2/06/1945,M,F,elizabeth44@adventure-works.com,70000,5,Bachelors,Management,Y
10263,MRS.,KATELYN,NELSON,2/09/1945,S,F,katelyn32@adventure-works.com,70000,5,Bachelors,Management,N
10264,MR.,LOGAN,ROBERTS,25/10/1945,M,M,logan30@adventure-works.com,70000,5,Bachelors,Management,Y
10265,MR.,MIGUEL,GRIFFIN,9/04/1945,M,M,miguel67@adventure-works.com,70000,5,Bachelors,Management,Y
10266,MR.,AUSTIN,SHAN,1/05/1946,M,M,austin28@adventure-works.com,70000,5,Bachelors,Management,Y
10267,MR.,AUSTIN,JONES,8/03/1946,M,M,austin42@adventure-works.com,70000,5,Bachelors,Management,N
10268,MR.,DAVID,HARRIS,3/08/1946,M,M,david72@adventure-works.com,60000,4,Bachelors,Management,Y
10269,MR.,ETHAN,YANG,27/08/1946,M,M,ethan23@adventure-works.com,60000,4,Bachelors,Management,Y
10270,MRS.,CAITLIN,BELL,27/09/1947,S,F,caitlin11@adventure-works.com,70000,2,Partial College,Professional,N
10271,MRS.,STEPHANIE,JENKINS,16/03/1947,S,F,stephanie34@adventure-works.com,70000,2,Partial College,Professional,N
10272,MR.,MARCUS,CARTER,1/05/1947,M,M,marcus38@adventure-works.com,70000,2,Partial College,Professional,Y
10273,MR.,PATRICK,WARD,19/11/1947,M,M,patrick17@adventure-works.com,70000,2,Partial College,Professional,Y
10274,MRS.,STACY,RUBIO,11/10/1948,M,F,stacy21@adventure-works.com,40000,2,High School,Professional,Y
10275,MR.,LUCAS,GRAY,22/10/1948,M,M,lucas78@adventure-works.com,60000,2,Partial College,Professional,Y
10276,MRS.,CASSIDY,ALEXANDER,20/08/1948,M,F,cassidy20@adventure-works.com,60000,2,Bachelors,Management,Y
10277,MR.,HUNTER,JENKINS,9/10/1948,M,M,hunter3@adventure-works.com,60000,2,Bachelors,Management,N
10278,MRS.,KATELYN,WATSON,10/06/1948,M,F,katelyn7@adventure-works.com,60000,2,Bachelors,Management,Y
10279,MRS.,ABIGAIL,REED,14/07/1948,M,F,abigail6@adventure-works.com,60000,2,Bachelors,Management,Y
10280,MR.,NOAH,FOSTER,3/02/1948,M,M,noah13@adventure-works.com,60000,2,Bachelors,Management,Y
10281,MR.,ALFREDO,MARTIN,9/03/1949,M,M,alfredo1@adventure-works.com,40000,2,High School,Professional,N
10282,MR.,JOSE,DIAZ,9/05/1949,M,M,jose16@adventure-works.com,60000,2,Partial College,Professional,Y
10283,MRS.,HALEY,FLORES,8/10/1949,S,F,haley31@adventure-works.com,60000,2,Partial College,Professional,N
10284,MRS.,MICHELLE,BAILEY,16/06/1949,M,F,michelle16@adventure-works.com,60000,2,Partial College,Professional,Y
10285,MRS.,ABIGAIL,COLEMAN,26/04/1949,M,F,abigail31@adventure-works.com,60000,2,Partial College,Professional,Y
10286,MR.,BRANDON,CLARK,15/02/1949,M,M,brandon49@adventure-works.com,60000,2,Partial College,Professional,N
10287,MRS.,SUZANNE,GAO,3/09/1949,S,F,suzanne16@adventure-works.com,60000,2,Bachelors,Management,Y
10288,MRS.,JACQUELINE,RAMIREZ,11/03/1949,S,F,jacqueline31@adventure-works.com,70000,4,Partial College,Professional,Y
10289,MRS.,MADISON,HENDERSON,2/10/1949,M,F,madison40@adventure-works.com,70000,4,Partial College,Professional,N
10290,MR.,NEIL,GUTIERREZ,20/08/1950,M,M,neil10@adventure-works.com,40000,2,Partial High School,Skilled Manual,N
10291,MR.,COLE,WARD,6/11/1950,M,M,cole5@adventure-works.com,40000,2,Partial High School,Skilled Manual,Y
10292,MR.,JOSEPH,LEWIS,12/04/1950,M,M,joseph28@adventure-works.com,60000,2,Partial College,Professional,Y
10293,MR.,ROBERT,JAI,23/10/1950,S,M,robert43@adventure-works.com,60000,2,Partial College,Professional,Y
10294,MR.,CARSON,COLEMAN,20/12/1950,S,M,carson4@adventure-works.com,80000,3,Bachelors,Management,Y
10295,MRS.,KAYLA,GONZALES,9/09/1951,S,F,kayla41@adventure-works.com,60000,2,High School,Professional,Y
10296,MR.,JAMES,HUGHES,2/08/1951,M,M,james27@adventure-works.com,60000,2,High School,Professional,Y
10297,MRS.,NICHOLE,RAI,11/11/1951,M,F,nichole17@adventure-works.com,60000,2,Partial College,Professional,Y
10298,MR.,CAMERON,WILSON,6/05/1951,M,M,cameron47@adventure-works.com,60000,2,Partial College,Professional,Y
10299,MRS.,BAILEY,RAMIREZ,24/10/1951,M,F,bailey5@adventure-works.com,70000,4,Partial College,Professional,Y
10300,MR.,DEVIN,LONG,17/02/1952,M,M,devin48@adventure-works.com,70000,2,Partial High School,Skilled Manual,Y
10301,MR.,DEB,FOSTER,3/02/1952,S,M,deb9@adventure-works.com,70000,2,Partial High School,Skilled Manual,Y
10302,MRS.,MORGAN,CLARK,25/11/1952,S,F,morgan40@adventure-works.com,60000,2,High School,Professional,Y
10303,MRS.,MELANIE,LONG,26/06/1952,M,F,melanie25@adventure-works.com,60000,2,High School,Professional,Y
10304,MRS.,CHLOE,TORRES,20/04/1952,M,F,chloe59@adventure-works.com,60000,2,High School,Professional,Y
10305,MR.,RONALD,GONZALEZ,20/04/1957,S,M,ronald21@adventure-works.com,110000,2,Partial College,Professional,Y
10306,MR.,RANDALL,GUTIERREZ,23/10/1957,M,M,randall12@adventure-works.com,130000,3,Partial College,Professional,Y
10307,MR.,HUNTER,SMITH,15/01/1957,M,M,hunter59@adventure-works.com,150000,1,Partial College,Professional,N
10308,MRS.,SUZANNE,LI,25/03/1956,M,F,suzanne4@adventure-works.com,120000,3,High School,Professional,Y
10309,MRS.,MICHELE,LOPEZ,21/11/1955,M,F,michele30@adventure-works.com,130000,3,Partial College,Professional,Y
10310,MRS.,CAROL,PERRY,20/12/1954,M,F,carol20@adventure-works.com,80000,3,Partial College,Professional,N
10311,MR.,RICHARD,SANDERS,6/02/1954,M,M,richard83@adventure-works.com,80000,4,Partial College,Professional,Y
10312,MRS.,EMMA,RUSSELL,23/11/1954,M,F,emma65@adventure-works.com,80000,4,Partial College,Professional,N
10313,MRS.,STACEY,XU,26/04/1944,M,F,stacey13@adventure-works.com,70000,5,High School,Professional,Y
10314,MRS.,KRYSTAL,ZHU,11/03/1944,M,F,krystal14@adventure-works.com,110000,3,Bachelors,Management,Y
10315,MR.,LARRY,SERRANO,12/04/1944,M,M,larry19@adventure-works.com,130000,3,Bachelors,Management,Y
10316,MR.,GERALD,SUBRAM,17/10/1944,M,M,gerald43@adventure-works.com,170000,3,Graduate Degree,Management,Y
10317,MR.,RUBEN,MADAN,18/11/1945,M,M,ruben8@adventure-works.com,70000,5,High School,Professional,Y
10318,MR.,FRANKLIN,BECKER,8/04/1945,S,M,franklin37@adventure-works.com,100000,2,Bachelors,Management,Y
10319,MR.,SETH,BAKER,17/07/1945,M,M,seth34@adventure-works.com,110000,3,Bachelors,Management,Y
10320,MRS.,JOANNA,ROMERO,8/02/1946,S,F,joanna8@adventure-works.com,80000,5,Partial College,Professional,N
10321,MRS.,MORGAN,BRYANT,11/07/1946,S,F,morgan87@adventure-works.com,90000,5,Partial College,Professional,N
10322,MR.,TIMOTHY,GREEN,25/08/1946,M,M,timothy40@adventure-works.com,120000,4,Bachelors,Management,Y
10323,MRS.,FAITH,WOOD,11/02/1953,S,F,faith2@adventure-works.com,80000,4,Partial College,Professional,Y
10324,MRS.,VICTORIA,HOWARD,13/08/1953,M,F,victoria38@adventure-works.com,80000,4,Partial College,Professional,Y
10325,MR.,JONATHON,MUNOZ,7/11/1953,S,M,jonathon4@adventure-works.com,80000,4,Partial College,Professional,Y
10326,MR.,SERGIO,PATEL,21/09/1954,S,M,sergio3@adventure-works.com,90000,4,High School,Professional,Y
10327,MR.,JAY,MORENO,6/05/1954,M,M,jay35@adventure-works.com,130000,3,Partial College,Professional,Y
10328,MRS.,KRISTI,MARTINEZ,4/03/1953,S,F,kristi35@adventure-works.com,100000,3,Bachelors,Management,Y
10329,MRS.,TONI,RAMAN,3/02/1953,M,F,toni12@adventure-works.com,100000,3,Bachelors,Management,N
10330,MRS.,KARI,VANCE,10/02/1953,M,F,kari5@adventure-works.com,100000,3,Bachelors,Management,Y
10331,MRS.,SIERRA,TURNER,25/03/1953,M,F,sierra4@adventure-works.com,120000,2,Bachelors,Management,N
10332,MR.,GILBERT,TANG,24/06/1953,M,M,gilbert25@adventure-works.com,130000,0,Partial College,Professional,Y
10333,MR.,WARREN,RAI,26/04/1952,S,M,warren7@adventure-works.com,130000,4,High School,Professional,N
10334,MR.,ALFREDO,SANDBERG,27/07/1951,S,M,alfredo21@adventure-works.com,80000,4,High School,Professional,Y
10335,MR.,BILLY,RUBIO,19/02/1951,M,M,billy21@adventure-works.com,90000,4,High School,Professional,Y
10336,MRS.,GLORIA,NAVARRO,8/06/1951,M,F,gloria10@adventure-works.com,90000,4,High School,Professional,N
10337,MRS.,TARA,LUO,10/04/1950,M,F,tara6@adventure-works.com,80000,5,High School,Management,Y
10338,MR.,PHILLIP,RAMAN,26/03/1950,M,M,phillip13@adventure-works.com,100000,3,Partial College,Management,Y
10339,MR.,ROSS,RUBIO,17/02/1950,S,M,ross39@adventure-works.com,150000,4,Bachelors,Management,N
10340,,DAISY,GUTIERREZ,26/03/1950,M,NA,daisy7@adventure-works.com,160000,2,Partial College,Management,N
10341,MRS.,PATRICIA,VANCE,24/05/1949,M,F,patricia9@adventure-works.com,70000,5,Partial High School,Skilled Manual,N
10342,MRS.,NAOMI,ROMERO,2/02/1949,M,F,naomi9@adventure-works.com,80000,5,High School,Management,Y
10343,MR.,GARY,MORENO,26/04/1949,M,M,gary17@adventure-works.com,150000,4,High School,Management,Y
10344,MS.,MICHELE,SCHMIDT,13/10/1949,M,F,michele25@adventure-works.com,170000,0,High School,Management,Y
10345,MR.,CORY,GARCIA,25/05/1948,M,M,cory13@adventure-works.com,90000,4,Partial High School,Skilled Manual,Y
10346,MR.,BRAD,RAJE,13/05/1948,S,M,brad14@adventure-works.com,120000,4,High School,Management,Y
10347,MRS.,CHRISTY,CHANDER,2/09/1948,M,F,christy33@adventure-works.com,130000,5,High School,Management,Y
10348,MR.,JEROME,RUIZ,23/03/1947,S,M,jerome2@adventure-works.com,100000,3,High School,Management,Y
10349,MRS.,KARA,DENG,26/08/1947,M,F,kara2@adventure-works.com,100000,3,High School,Management,N
10350,MR.,ELIJAH,BUTLER,20/08/1975,S,M,elijah18@adventure-works.com,60000,0,Bachelors,Professional,N
10351,MR.,FRANCIS,ALVAREZ,19/11/1975,M,M,francis2@adventure-works.com,80000,0,Bachelors,Professional,N
10352,MR.,ALLEN,SURI,17/10/1975,M,M,allen0@adventure-works.com,90000,0,Bachelors,Professional,Y
10353,MS.,MOLLY,RANA,24/07/1973,S,F,molly11@adventure-works.com,80000,0,Bachelors,Professional,N
10354,MR.,JARROD,MADAN,9/03/1974,S,M,jarrod7@adventure-works.com,90000,0,Bachelors,Professional,Y
10355,MS.,GLORIA,SERRANO,27/05/1974,S,F,gloria17@adventure-works.com,90000,0,Bachelors,Professional,N
10356,MS.,KATE,LAL,16/04/1974,S,F,kate7@adventure-works.com,110000,0,Partial College,Management,Y
10357,MS.,NICOLE,COLEMAN,24/12/1973,S,F,nicole54@adventure-works.com,100000,0,High School,Management,Y
10358,MR.,PEDRO,MALHOTRA,7/04/1973,M,M,pedro5@adventure-works.com,100000,0,High School,Management,N
10359,MR.,KRISTOPHER,LOPEZ,12/09/1973,M,M,kristopher15@adventure-works.com,120000,0,Partial High School,Professional,Y
10360,MR.,ALBERT,NAVARRO,20/05/1972,S,M,albert12@adventure-works.com,90000,0,Bachelors,Professional,N
10361,MR.,DREW,JAI,19/10/1972,S,M,drew12@adventure-works.com,100000,0,High School,Management,Y
10362,MS.,CARLA,MEHTA,25/12/1971,S,F,carla16@adventure-works.com,80000,0,Bachelors,Professional,Y
10363,MS.,ERICA,LIU,1/08/1971,S,F,erica3@adventure-works.com,80000,0,Bachelors,Professional,Y
10364,MS.,SHEENA,SHAN,11/11/1972,M,F,sheena8@adventure-works.com,110000,0,High School,Management,Y
10365,MR.,JERMAINE,GARCIA,15/01/1972,M,M,jermaine13@adventure-works.com,110000,0,High School,Management,Y
10366,MS.,CANDACE,SANCHEZ,13/07/1971,M,F,candace18@adventure-works.com,100000,0,High School,Management,N
10367,MS.,JACQUELYN,HERNANDEZ,21/11/1971,M,F,jacquelyn4@adventure-works.com,100000,0,High School,Management,Y
10368,MR.,BRENDAN,RAI,14/09/1970,S,M,brendan15@adventure-works.com,90000,0,Bachelors,Professional,Y
10369,MR.,BARRY,KOVÁR,2/07/1970,M,M,barry4@adventure-works.com,100000,0,High School,Management,Y
10370,MR.,DARRYL,YANG,25/04/1970,M,M,darryl5@adventure-works.com,110000,0,High School,Management,Y
10371,MR.,RANDALL,RAMOS,27/04/1971,M,M,randall19@adventure-works.com,130000,0,Bachelors,Management,Y
10372,MR.,JIMMY,MUNOZ,3/08/1969,S,M,jimmy10@adventure-works.com,130000,0,Bachelors,Management,Y
10373,MR.,FERNANDO,LEWIS,18/07/1964,M,M,fernando19@adventure-works.com,100000,5,Partial College,Professional,Y
10374,MR.,JUSTIN,FOSTER,15/08/1956,M,M,justin13@adventure-works.com,80000,3,Partial College,Professional,N
10375,MR.,BENJAMIN,GONZALES,12/10/1956,M,M,benjamin18@adventure-works.com,80000,3,Partial College,Professional,N
10376,MRS.,TIFFANY,MA,11/03/1934,M,F,tiffany16@adventure-works.com,50000,2,Graduate Degree,Management,Y
10377,MR.,JORDAN,GREEN,21/04/1934,M,M,jordan68@adventure-works.com,60000,2,Graduate Degree,Management,Y
10378,MR.,WYATT,JACKSON,4/11/1934,M,M,wyatt12@adventure-works.com,60000,2,Graduate Degree,Management,Y
10379,MRS.,MARIAH,WARD,28/12/1963,S,F,mariah37@adventure-works.com,80000,4,Partial College,Professional,Y
10380,MRS.,RACHEL,RUSSELL,14/07/1963,M,F,rachel68@adventure-works.com,80000,4,Partial College,Professional,Y
10381,MRS.,AMBER,ROBERTS,13/03/1972,M,F,amber3@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y
10382,MRS.,JACLYN,LAL,5/04/1972,M,F,jaclyn32@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y
10383,MR.,GAVIN,BRYANT,3/02/1972,M,M,gavin16@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y
10384,MRS.,TRINITY,GRAY,18/06/1972,M,F,trinity5@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y
10385,MRS.,STEPHANIE,FOSTER,6/07/1972,M,F,stephanie43@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y
10386,MRS.,JENNA,ROBERTS,28/05/1972,M,F,jenna3@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y
10387,MR.,THEODORE,MARTIN,3/02/1972,M,M,theodore0@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y
10388,MRS.,VANESSA,COLEMAN,15/03/1970,M,F,vanessa6@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y
10389,MRS.,TAYLOR,GONZALES,7/11/1970,M,F,taylor41@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
10390,MR.,CLAYTON,GOEL,26/09/1970,M,M,clayton37@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
10391,MRS.,CHRISTINA,REED,21/03/1970,M,F,christina19@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
10392,MR.,MARCUS,ROBERTS,1/11/1969,S,M,marcus41@adventure-works.com,50000,2,Bachelors,Skilled Manual,N
10393,MRS.,BRIANNA,MOORE,20/02/1969,M,F,brianna6@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y
10394,MR.,JUAN,WARD,23/10/1971,M,M,juan22@adventure-works.com,60000,1,Graduate Degree,Professional,Y
10395,MR.,LUKE,WRIGHT,3/08/1971,M,M,luke50@adventure-works.com,60000,1,Graduate Degree,Professional,Y
10396,MR.,JOSE,JONES,3/02/1971,M,M,jose59@adventure-works.com,70000,3,Graduate Degree,Professional,Y
10397,MRS.,CHLOE,PEREZ,14/10/1969,M,F,chloe9@adventure-works.com,60000,1,Graduate Degree,Professional,Y
10398,MRS.,SARA,LOPEZ,12/12/1969,M,F,sara48@adventure-works.com,60000,1,Graduate Degree,Professional,Y
10399,MRS.,ALEXA,BELL,27/05/1968,M,F,alexa12@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y
10400,,JACQUELINE,BELL,20/02/1968,M,NA,jacqueline38@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y
10401,MR.,MANUEL,MALHOTRA,25/12/1968,M,M,manuel3@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y
10402,MR.,SETH,BARNES,20/06/1968,M,M,seth51@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y
10403,MS.,MELANIE,HOWARD,18/05/1967,S,F,melanie37@adventure-works.com,40000,0,Bachelors,Professional,N
10404,MRS.,BRITTNEY,YE,25/02/1970,M,F,brittney8@adventure-works.com,60000,2,Graduate Degree,Professional,Y
10405,MR.,CONNOR,ROBERTS,11/04/1970,M,M,connor33@adventure-works.com,60000,2,Graduate Degree,Professional,Y
10406,MR.,BRYCE,TORRES,12/04/1970,M,M,bryce4@adventure-works.com,60000,2,Graduate Degree,Professional,Y
10407,MR.,DAVID,GRIFFIN,6/12/1970,M,M,david54@adventure-works.com,70000,3,Graduate Degree,Professional,Y
10408,MRS.,TABITHA,BLANCO,8/07/1970,S,F,tabitha36@adventure-works.com,70000,4,Graduate Degree,Professional,Y
10409,MR.,CALEB,EDWARDS,20/02/1970,M,M,caleb30@adventure-works.com,70000,4,Graduate Degree,Professional,Y
10410,MR.,ETHAN,WILSON,18/03/1970,M,M,ethan40@adventure-works.com,80000,2,Graduate Degree,Professional,Y
10411,MR.,SPENCER,FOSTER,24/06/1967,S,M,spencer18@adventure-works.com,40000,0,Bachelors,Professional,N
10412,MR.,CALEB,POWELL,18/04/1967,S,M,caleb5@adventure-works.com,50000,2,Bachelors,Skilled Manual,N
10413,MR.,WILLIAM,THOMAS,17/08/1967,M,M,william26@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y
10414,MRS.,GRACE,TORRES,19/05/1967,S,F,grace39@adventure-works.com,50000,2,Bachelors,Skilled Manual,N
10415,MR.,CARSON,WOOD,6/11/1966,M,M,carson1@adventure-works.com,60000,0,Graduate Degree,Professional,Y
10416,MS.,JENNIFER,MILLER,27/02/1966,S,F,jennifer34@adventure-works.com,60000,0,Graduate Degree,Professional,N
10417,MR.,ELIJAH,CARTER,20/08/1966,M,M,elijah38@adventure-works.com,70000,4,Graduate Degree,Professional,Y
10418,MRS.,ANGELA,PATTERSON,19/04/1966,S,F,angela13@adventure-works.com,70000,4,Graduate Degree,Professional,Y
10419,MRS.,MARIAH,BROOKS,6/08/1969,M,F,mariah1@adventure-works.com,60000,2,Graduate Degree,Professional,Y
10420,MR.,ETHAN,WINSTON,18/05/1969,M,M,ethan21@adventure-works.com,60000,2,Graduate Degree,Professional,Y
10421,MR.,CONNOR,DIAZ,23/05/1969,M,M,connor16@adventure-works.com,70000,5,Graduate Degree,Professional,Y
10422,MRS.,FAITH,PRICE,17/01/1969,S,F,faith1@adventure-works.com,70000,5,Graduate Degree,Professional,Y
10423,MRS.,JENNIFER,HALL,27/08/1969,M,F,jennifer51@adventure-works.com,70000,5,Graduate Degree,Professional,Y
10424,MRS.,BAILEY,ROBERTS,16/03/1969,M,F,bailey25@adventure-works.com,70000,5,Graduate Degree,Professional,Y
10425,MS.,KELLI,XU,21/08/1965,S,F,kelli28@adventure-works.com,40000,0,Bachelors,Professional,N
10426,MR.,THOMAS,THOMAS,16/08/1965,S,M,thomas72@adventure-works.com,50000,3,Bachelors,Skilled Manual,N
10427,MRS.,FAITH,JENKINS,9/03/1965,M,F,faith6@adventure-works.com,50000,3,Bachelors,Skilled Manual,Y
10428,MR.,MARTIN,SANCHEZ,19/04/1965,M,M,martin4@adventure-works.com,50000,3,Bachelors,Skilled Manual,Y
10429,MRS.,JACLYN,LIANG,6/09/1965,M,F,jaclyn18@adventure-works.com,50000,3,Bachelors,Skilled Manual,Y
10430,MR.,CAMERON,ZHANG,17/07/1965,M,M,cameron19@adventure-works.com,50000,3,Bachelors,Skilled Manual,Y
10431,MRS.,ARIANNA,COOK,25/05/1965,M,F,arianna43@adventure-works.com,50000,3,Bachelors,Skilled Manual,Y
10432,MR.,CHRISTIAN,LEWIS,20/03/1965,M,M,christian40@adventure-works.com,50000,3,Bachelors,Skilled Manual,Y
10433,MRS.,KATHERINE,RIVERA,19/10/1965,M,F,katherine11@adventure-works.com,50000,3,Bachelors,Skilled Manual,Y
10434,MR.,RICHARD,LEWIS,20/04/1964,S,M,richard15@adventure-works.com,40000,0,Bachelors,Professional,N
10435,MR.,ANTHONY,WILSON,26/03/1964,M,M,anthony16@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y
10436,MR.,CHARLES,COOPER,7/04/1964,M,M,charles57@adventure-works.com,60000,5,Bachelors,Skilled Manual,N
10437,MRS.,KAYLEE,PEREZ,23/08/1964,M,F,kaylee34@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y
10438,MRS.,ALEXANDRA,RODRIGUEZ,3/06/1964,M,F,alexandra84@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y
10439,MR.,WYATT,DIAZ,15/08/1964,M,M,wyatt50@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y
10440,MRS.,SYDNEY,HOWARD,22/05/1964,M,F,sydney12@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y
10441,MR.,SPENCER,ALEXANDER,7/08/1964,M,M,spencer21@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y
10442,MR.,LUIS,BRYANT,5/06/1963,M,M,luis17@adventure-works.com,70000,4,Bachelors,Professional,Y
10443,MR.,BLAKE,BROWN,4/02/1963,S,M,blake3@adventure-works.com,70000,4,Bachelors,Professional,Y
10444,MR.,RONNIE,SUN,13/10/1963,S,M,ronnie11@adventure-works.com,70000,4,Bachelors,Professional,Y
